sample_num,level,sample_path,sample_gt
0,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_8,no
1,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_37,no
2,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_22,no
3,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_44,yes
4,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_47,no
5,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_13,yes
6,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_33,yes
7,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_92,no
8,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_91,no
9,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_0,no
10,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_87,yes
11,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_76,yes
12,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_75,yes
13,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_23,yes
14,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_32,yes
15,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_78,yes
16,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_65,no
17,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_34,no
18,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_53,yes
19,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_49,no
20,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_79,yes
21,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_27,no
22,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_43,yes
23,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_2,no
24,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_81,yes
25,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_9,no
26,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_13,yes
27,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_25,no
28,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_2_sample_72,no
29,base,./home/kalpit/pfind-try/vids/100/curv_contour_length_9_imgs_14_sample_67,yes
0,lev1,./home/kalpit/pfind-try/vids/100/curv_contour_length_14_imgs_2_sample_86,yes
1,lev1,./home/kalpit/pfind-try/vids/100/curv_contour_length_14_imgs_2_sample_20,yes
