sample_num,level,sample_path,sample_gt
0,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_47_sample_40,no
1,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_43_sample_10,no
2,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_36_sample_46,no
3,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_23_sample_59,no
4,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_15_sample_69,yes
5,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_20_sample_24,no
6,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_19_sample_90,no
7,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_38_sample_78,yes
8,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_10_sample_92,yes
9,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_19_sample_52,no
10,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_45_sample_23,no
11,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_16_sample_21,no
12,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_8_sample_94,yes
13,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_38_sample_54,yes
14,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_6_sample_85,yes
15,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_13_sample_61,yes
16,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_19_sample_62,yes
17,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_49_sample_75,no
18,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_22_sample_16,yes
19,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_6_sample_58,no
20,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_25_sample_52,yes
21,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_20_sample_38,no
22,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_4_sample_91,yes
23,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_17_sample_86,no
24,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_15_sample_97,yes
25,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_6_sample_63,yes
26,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_18_sample_19,no
27,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_19_sample_47,no
28,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_27_sample_99,yes
29,base,./home/kalpit/pfind-new/vids/43/curv_baseline_imgs_14_sample_22,yes
0,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_16_sample_31,no
1,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_39_sample_48,yes
2,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_25_sample_26,no
3,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_14_sample_57,yes
4,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_4_sample_39,no
5,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_1_sample_71,no
6,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_50_sample_67,no
7,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_14_sample_65,yes
8,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_29_sample_85,no
9,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_16_sample_44,yes
10,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_31_sample_75,no
11,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_21_sample_57,no
12,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_34_sample_72,no
13,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_14_sample_14,yes
14,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_36_sample_85,no
15,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_8_sample_27,no
16,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_13_sample_36,yes
17,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_2_sample_91,yes
18,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_40_sample_2,yes
19,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_3_sample_6,yes
20,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_42_sample_72,no
21,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_44_sample_49,yes
22,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_24_sample_74,no
23,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_37_sample_5,yes
24,lev1,./home/kalpit/pfind-new/vids/43/curv_contour_length_9_imgs_50_sample_56,no
