sample_num,level,sample_path,sample_gt
0,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_41_sample_59/1000-800.webm,yes
1,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_46_sample_16/1000-800.webm,yes
2,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_2_sample_74/1000-800.webm,yes
3,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_8_sample_49/1000-800.webm,no
4,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_5_sample_20/1000-800.webm,yes
5,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_19_sample_99/1000-800.webm,yes
6,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_37_sample_18/1000-800.webm,no
7,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_4_sample_58/1000-800.webm,no
8,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_18_sample_76/1000-800.webm,no
9,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_16_sample_28/1000-800.webm,no
10,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_30_sample_28/1000-800.webm,no
11,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_31_sample_32/1000-800.webm,no
12,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_45_sample_35/1000-800.webm,yes
13,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_3_sample_96/1000-800.webm,yes
14,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_37_sample_87/1000-800.webm,no
15,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_50_sample_11/1000-800.webm,no
16,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_12_sample_14/1000-800.webm,no
17,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_47_sample_99/1000-800.webm,yes
18,base,./home/kalpit/pfind-new/vids/12/curv_contour_length_14_imgs_29_sample_97/1000-800.webm,yes
